order_id,userId,fuelType,quantity,deliveryLocation_latitude,deliveryLocation_longitude,deliveryLocation_address,requestSource,pricing_pricePerLiter,pricing_fuelCost,pricing_deliveryFee,pricing_emergencyFee,pricing_totalPrice,status,priority,isEmergency,isFarZone,cancelReason,estimatedDeliveryMinutes,distance_km,createdAt
f83ebad0841b4981bd8a989f,00fe6670122a4d0b917cac04,diesel,8.5,27.672077,85.260654,"Gundu, Kathmandu Valley",home,163,1385.5,80,0,1465.5,delivered,normal,False,False,,10,0.3,2026-06-12T20:55:00
a53d27fa91eb45b48049eeba,dbb7fb1b8dd7493984c0c635,petrol,11.8,27.6575,85.27778,"Gyaneshwor, Kathmandu Valley",office,178,2100.4,80,0,2180.4,cancelled,normal,False,False,Found fuel elsewhere,24,2.56,2026-02-25T22:33:00
7e82e9eaaaf34d5486bf54f9,cda7aaaa2ef84be6a6628d77,petrol,8.7,27.677635,85.233048,"Soltimode, Kathmandu Valley",office,178,1548.6,80,0,1628.6,cancelled,normal,False,False,Found fuel elsewhere,10,2.72,2026-03-29T23:07:00
dff6c2e74c734e9fbe4d9ff0,ebdec7040fd84fb1bf1022fd,diesel,7.1,27.696604,85.245454,"Dadhikot, Kathmandu Valley",other,163,1157.3,80,0,1237.3,delivered,normal,False,False,,22,2.84,2026-04-09T14:53:00
733857ad65f8417bbbe0ae32,928b903f5d1a4c69a26511af,petrol,17.6,27.672434,85.258633,"Thamel, Kathmandu Valley",home,178,3132.8,80,0,3212.8,cancelled,normal,False,False,Changed plans,11,0.32,2026-02-19T13:01:00
0917308bf36b4d629e7c9dcb,be397003625f4f89b28374eb,petrol,12.6,27.681198,85.264857,"New Baneshwor, Kathmandu Valley",roadside,178,2242.8,80,10,2332.8,cancelled,high,True,False,Price too high,17,0.83,2026-02-20T17:52:00
299afdaee1074da791c04507,da89377ecef548e3a11b02e4,petrol,3.7,27.67288,85.283113,"Gongabu, Kathmandu Valley",office,178,658.6,80,0,738.6,delivered,normal,False,False,,23,2.23,2026-03-08T14:13:00
54271492afa641b7a5610ee5,2b8a84b7f7e24aeeb85e31cb,petrol,6.7,27.666441,85.264387,"Mahalaxmi, Kathmandu Valley",office,178,1192.6,80,0,1272.6,delivered,normal,False,False,,16,1.0,2026-02-12T14:28:00
26564692966a468ba7b2341f,53283c60091546fb8169866b,petrol,5.9,27.708402,85.56283,"Bungamati, Kathmandu Valley",roadside,178,1050.2,599,10,1659.2,cancelled,high,True,True,ETA keeps increasing,106,29.95,2026-04-29T18:00:00
d149df16efd04aa7987164b4,6f4e335dda584ee3bde28ddc,petrol,0.9,27.672086,85.260258,"Baluwatar, Kathmandu Valley",other,178,160.2,80,0,240.2,delivered,normal,False,False,,16,0.3,2026-04-14T15:42:00
9964977dd94643278b8d75c7,c8f54d6f2e7041978d50406b,petrol,5.7,27.675844,85.287868,"Bhaktapur Durbar Square, Kathmandu Valley",office,178,1014.6,80,0,1094.6,delivered,normal,False,False,,28,2.69,2026-02-23T17:51:00
4bb42c26e2974255984e404f,2ad2b9ff1c69498daae737d1,petrol,11.6,27.644218,85.282094,"Kaushaltar, Kathmandu Valley",roadside,178,2064.8,80,10,2154.8,cancelled,high,True,False,Found fuel elsewhere,29,4.0,2026-06-11T11:43:00
22f606e93fd84664a017cf58,1d5c3ebb4fb241f68ae0c5ab,diesel,2.7,27.67505,85.296947,"Boudha, Kathmandu Valley",office,163,440.1,80,0,520.1,delivered,normal,False,False,,17,3.58,2026-05-07T13:34:00
411a41a1d3a142b59ef6b711,fdf93f3efd8b47ee8f9f1c9a,diesel,2.5,27.658235,85.267503,"Lazimpat, Kathmandu Valley",home,163,407.5,80,0,487.5,delivered,normal,False,False,,16,1.96,2026-02-04T18:06:00
114dca20a5894111acbb7c9f,a5a0b3078c4747ba82a653d7,petrol,11.8,27.689429,85.289037,"Sitapaila, Kathmandu Valley",other,178,2100.4,80,0,2180.4,cancelled,normal,False,False,Found fuel elsewhere,16,3.24,2026-02-20T09:30:00
d6644ed1f5ec41f2bcd4dade,bc8bd0e0ca514be4ae01cd2f,petrol,8.1,27.688651,85.252735,"Tahachal, Kathmandu Valley",home,178,1441.8,80,0,1521.8,delivered,normal,False,False,,22,1.72,2026-02-28T19:18:00
b3b3851f333543f883ca9922,aeb7898034e6447cab1662a3,diesel,8.0,27.672007,85.25883,"Anamnagar, Kathmandu Valley",home,163,1304.0,80,0,1384.0,delivered,normal,False,False,,17,0.35,2026-02-06T17:03:00
df3c460401764ce38130c048,9175e293d5b0411a9dbabf4d,petrol,21.7,27.683386,85.264159,"Basundhara, Kathmandu Valley",roadside,178,3862.6,80,10,3952.6,cancelled,high,True,False,Customer paid a premium fee but experienced delays,13,1.02,2026-02-14T18:05:00
5c40ba7c67a949feaad25261,db463e605ffb4f568cc80052,petrol,14.6,27.738435,85.2329,"Gokarna, Kathmandu Valley",office,178,2598.8,151,0,2749.8,cancelled,normal,False,False,Found fuel elsewhere,41,7.57,2026-01-30T11:15:00
9e6e55cb75bb4f74b24fb28b,aef3f68aed264a4d8992faac,diesel,5.5,27.68403,85.255985,"Sanepa, Kathmandu Valley",office,163,896.5,80,0,976.5,delivered,normal,False,False,,17,1.12,2026-05-03T12:42:00
b4d06d9462b64c7f80bc74d1,6405bb95c2ed4e1b81dc1bf4,petrol,8.2,27.600896,85.517303,"Telkot, Kathmandu Valley",home,178,1459.6,531,0,1990.6,cancelled,normal,False,True,Customer far from driver location,93,26.54,2026-04-05T20:59:00
d22489019851445aa4d1fe34,72d208fed9b2425983af8871,petrol,10.4,27.676597,85.262786,"Tahachal, Kathmandu Valley",roadside,178,1851.2,80,10,1941.2,cancelled,high,True,False,Customer paid a premium fee but experienced delays,10,0.3,2026-03-27T11:56:00
6448cfe00c0e41ce9c144e40,0ace1e6c865c4681b34f4e87,diesel,5.6,27.602256,85.191317,"Patan Durbar Square, Kathmandu Valley",home,163,912.8,211,0,1123.8,delivered,normal,False,False,,48,10.54,2026-02-09T19:00:00
3abb4b41a3c247309412899e,365b1e77405c4d9694f2aeae,diesel,3.2,27.814832,85.438309,"Kulekhani, Kathmandu Valley",other,163,521.6,468,0,989.6,cancelled,normal,False,True,Order exceeds expected delivery time,86,23.39,2026-05-26T08:56:00
e72f9ded2862417b82fd0b1d,982f685b0fec44c1b3723693,diesel,7.6,27.673364,85.256676,"Budhanilkantha, Kathmandu Valley",office,163,1238.8,80,0,1318.8,delivered,normal,False,False,,16,0.41,2026-04-18T17:32:00
5a78c1fe6df3456ebe660cb1,3a1682c268c4468fbea38b23,petrol,8.7,27.716806,85.274022,"Kritipur, Kathmandu Valley",roadside,178,1548.6,97,10,1655.6,cancelled,high,True,False,Price too high,22,4.85,2026-03-31T18:49:00
23677db1b6144bf5bdd76baa,ca31e0699d34495d8caebf42,diesel,9.7,27.742,85.324845,"Sundhara, Kathmandu Valley",home,163,1581.1,196,0,1777.1,cancelled,normal,False,False,Vehicle issue resolved,46,9.78,2026-05-17T18:34:00
cd3782adadb640918d141cc9,76405667d0aa45e19c5b225c,petrol,10.1,27.903509,85.070342,"Godawari, Kathmandu Valley",home,178,1797.8,631,0,2428.8,cancelled,normal,False,True,Repeated poor experiences with unknown drivers,108,31.53,2026-06-14T21:57:00
336e62df0a7a4793923cf574,041497b506324533a8fff864,petrol,3.4,27.677444,85.26003,"Lele, Kathmandu Valley",home,178,605.2,80,0,685.2,delivered,normal,False,False,,27,0.3,2026-05-16T14:59:00
aa409e459c3448d08b3c4b47,b5705952e4b7499188854922,petrol,10.9,27.677448,85.261003,"Taukhel, Kathmandu Valley",other,178,1940.2,80,0,2020.2,delivered,normal,False,False,,13,0.3,2026-03-31T07:50:00
76074f4f94854acfa3fe06d8,bd9930e3ac9240909ac5009b,petrol,7.0,27.668313,85.267168,"Boudha, Kathmandu Valley",home,178,1246.0,80,0,1326.0,delivered,normal,False,False,,14,0.97,2026-06-15T10:54:00
bfb5af3a4fda4566b1d9c40f,92a094f96eac42f789f3c518,petrol,6.9,27.690463,85.223218,"Kupondole, Kathmandu Valley",office,178,1228.2,81,0,1309.2,cancelled,normal,False,False,Changed plans,17,4.06,2026-04-27T12:14:00
8a2cade10cf24fc6b0aed73e,7b369be13d8340b084634f39,diesel,3.8,27.673013,85.263231,"Nayabazar, Kathmandu Valley",office,163,619.4,80,0,699.4,delivered,normal,False,False,,18,0.33,2026-02-14T20:25:00
76f5433b2f8d447aa73af001,255e0ce5a9d14f5bb297eaca,diesel,2.2,27.761754,85.464457,"Bajrayogini, Kathmandu Valley",other,163,358.6,445,0,803.6,cancelled,normal,False,True,Repeated poor experiences with unknown drivers,90,22.25,2026-04-18T14:02:00
6525fb72316d43e29fb3bb01,025b70f9c6064607bbdd872d,diesel,2.0,27.638517,85.296538,"Jorpati, Kathmandu Valley",home,163,326.0,107,0,433.0,delivered,normal,False,False,,41,5.36,2026-01-28T20:12:00
e8acbdf72f9147db8ce73b3f,86048cc30dbc41fc88620d95,diesel,1.5,27.641185,85.303982,"Sukedhara, Kathmandu Valley",roadside,163,244.5,113,10,367.5,delivered,high,True,False,,34,5.67,2026-06-07T13:42:00
e4fcc062d1d74f76a5c3b4c4,0144d1acb0214ec8be8393a6,diesel,2.9,27.601804,85.512394,"Kulekhani, Kathmandu Valley",office,163,472.7,521,0,993.7,cancelled,normal,False,True,Order exceeds expected delivery time,91,26.05,2026-04-06T15:42:00
6719c9ed270440b3b14a9435,e6913d92ddf7469784e63f42,petrol,19.1,27.673586,85.25779,"Satdobato, Kathmandu Valley",home,178,3399.8,80,0,3479.8,delivered,normal,False,False,,23,0.3,2026-05-11T08:39:00
f231c757378940d9bca532c8,5be9ea3082b64a089a872779,diesel,14.7,27.721104,85.46524,"Nagarkot, Kathmandu Valley",home,163,2396.1,415,0,2811.1,cancelled,normal,False,True,Customer far from driver location,78,20.77,2026-01-27T16:38:00
95b87b663dc34fe58309fb9d,9e77bb6debfc4494a442cb5f,petrol,7.0,27.658032,85.231204,"Balaju, Kathmandu Valley",home,178,1246.0,80,0,1326.0,delivered,normal,False,False,,33,3.43,2026-04-13T14:32:00
cf94b1c8d68d4488aeff95b8,b1386f84a7af45928de9aeca,diesel,0.8,27.620167,85.14354,"Sitapaila, Kathmandu Valley",roadside,163,130.4,260,10,400.4,delivered,high,True,False,,55,13.0,2026-04-28T13:51:00
92f76895e3c14aaf90552c89,75d42125ebb841a4a88387b7,petrol,4.5,27.616424,85.279486,"Baluwatar, Kathmandu Valley",roadside,178,801.0,135,10,946.0,delivered,high,True,False,,33,6.74,2026-01-28T12:12:00
356919591a934eebba573c33,0d37d0259e7e4280ade111d6,diesel,17.3,27.712142,85.226798,"Jamal, Kathmandu Valley",home,163,2819.9,106,0,2925.9,cancelled,normal,False,False,Vehicle issue resolved,35,5.31,2026-05-28T12:49:00
86cc43f6f94945dd9bec5ef6,76293617a7b64f7bade166e9,diesel,3.6,27.518645,85.309998,"Mulpani, Kathmandu Valley",roadside,163,586.8,360,10,956.8,delivered,high,True,False,,62,18.0,2026-02-26T07:42:00
ab4bcca21a4a4eaa82f1f358,0c8cf3ad80714889a4f1b9e1,diesel,14.6,27.61166,85.295867,"Dadhikot, Kathmandu Valley",other,163,2379.8,156,0,2535.8,delivered,normal,False,False,,36,7.82,2026-02-04T23:28:00
ec20a68f65584738b5641693,fce28a9a4c9043b883b4bb9e,diesel,8.1,27.677289,85.232085,"Kritipur, Kathmandu Valley",home,163,1320.3,80,0,1400.3,delivered,normal,False,False,,28,2.81,2026-02-11T13:31:00
426a95e17e0d48109dca4ad3,e6da2bdfbd994af5b7af3abb,diesel,12.1,27.663222,85.355567,"Sitapaila, Kathmandu Valley",home,163,1972.3,189,0,2161.3,cancelled,normal,False,False,Price too high,40,9.43,2026-04-04T14:57:00
27845e0f473c4a57a8284c8f,b9318f68b95545eb8a95d1c8,diesel,13.8,27.664004,85.267737,"Gyaneshwor, Kathmandu Valley",office,163,2249.4,80,0,2329.4,cancelled,normal,False,False,Ordered by mistake,13,1.39,2026-04-01T22:34:00
ae119d5224c842c9b111be62,706bf2ebfbcc406da471f618,diesel,10.7,27.676905,85.257501,"Bagbazar, Kathmandu Valley",other,163,1744.1,80,0,1824.1,delivered,normal,False,False,,16,0.38,2026-01-28T12:24:00
3b8664649f0f484fa1a1d365,2553f82d8a9a4390a42f2a91,diesel,20.6,27.659639,85.256344,"Lokanthali, Kathmandu Valley",home,163,3357.8,80,0,3437.8,cancelled,normal,False,False,Price too high,26,1.73,2026-02-05T19:51:00
b9ff132f77e44d9d89a48a81,f835a831c5514903814b4f8e,diesel,7.8,27.542857,84.994053,"Jarsing Pauwa, Kathmandu Valley",home,163,1271.4,600,0,1871.4,cancelled,normal,False,True,ETA keeps increasing,102,30.01,2026-03-13T21:46:00
b68015c56b134b68be00f129,d3708192a0f6478c88f20f3a,petrol,16.4,27.721485,85.291251,"Asan, Kathmandu Valley",other,178,2919.2,120,0,3039.2,delivered,normal,False,False,,40,6.0,2026-03-07T05:08:00
71abce5882474de69c06ca99,52a23da25462492997544e44,petrol,6.6,27.672184,85.261386,"Kalanki, Kathmandu Valley",roadside,178,1174.8,80,10,1264.8,delivered,high,True,False,,19,0.3,2026-03-30T22:48:00
333cb3cf68f844c59ec99c46,403300562e974aa5936eaf8b,diesel,7.1,27.680963,85.248705,"Ichangu Narayan, Kathmandu Valley",office,163,1157.3,80,0,1237.3,delivered,normal,False,False,,21,1.35,2026-02-24T14:01:00
855644db16554e38b319a3da,29f17b66c6834553b464dee4,petrol,13.1,27.675322,85.257436,"Naxal, Kathmandu Valley",other,178,2331.8,80,0,2411.8,cancelled,normal,False,False,Found fuel elsewhere,16,0.31,2026-06-14T18:48:00
c90e5abf7c4a47d280f8c6ed,853b683dea07419bbf7320fd,petrol,9.0,27.654713,85.250899,"Jorpati, Kathmandu Valley",home,178,1602.0,80,0,1682.0,delivered,normal,False,False,,31,2.42,2026-04-30T22:29:00
e259757fb3cc4bd88f6a6aaf,e1e4f2394e9549259831afdf,diesel,13.1,27.676812,85.247506,"Jorpati, Kathmandu Valley",home,163,2135.3,80,0,2215.3,cancelled,normal,False,False,Changed plans,12,1.3,2026-05-14T15:19:00
2b8111851da54561aa76386a,13954d4a55ab432788bb3200,diesel,1.0,27.564208,85.178967,"Lazimpat, Kathmandu Valley",home,163,163.0,293,0,456.0,delivered,normal,False,False,,60,14.66,2026-04-23T06:06:00
473597c9c1894339a5eaa99f,c8c43022ec32430894905a03,diesel,13.0,27.699727,85.166279,"Gokarna, Kathmandu Valley",office,163,2119.0,193,0,2312.0,cancelled,normal,False,False,Changed plans,51,9.67,2026-01-31T19:50:00
cc76029cda59473483dc76f5,9c7b3ac5af384cffb6b609ad,petrol,6.0,27.675964,85.257787,"Lokanthali, Kathmandu Valley",home,178,1068.0,80,0,1148.0,delivered,normal,False,False,,14,0.3,2026-05-28T15:27:00
39aa3cb01e294e7991bdf5a2,deec9e3582eb4b45b2239852,diesel,2.5,27.580582,85.165667,"Balkumari (Kathmandu side), Kathmandu Valley",office,163,407.5,280,0,687.5,delivered,normal,False,False,,58,14.01,2026-02-07T17:49:00
0229b8e6e2e9423d912cf346,a135d3082bfa4e04a1287d50,diesel,3.0,27.67639,85.25808,"Ekantakuna, Kathmandu Valley",office,163,489.0,80,0,569.0,delivered,normal,False,False,,17,0.3,2026-06-02T17:17:00
d162baf1a9b348f49b046b6f,6ad0f5e7a9f740e4a06e8e40,petrol,8.4,27.639502,85.326554,"Satdobato, Kathmandu Valley",office,178,1495.2,152,0,1647.2,delivered,normal,False,False,,29,7.58,2026-02-18T14:54:00
f33e8dd61f99438aa19e8b05,7325af820fc04c73848d07e0,diesel,9.8,27.668352,85.299017,"Nakkhu, Kathmandu Valley",home,163,1597.4,80,0,1677.4,cancelled,normal,False,False,Driver not assigned quickly,25,3.85,2026-04-15T11:35:00
91946ea132fa4603b36e1a74,f7f03d70c232467e8668e3c9,petrol,23.8,27.665122,85.23268,"Ramkot, Kathmandu Valley",office,178,4236.4,80,0,4316.4,cancelled,normal,False,False,Price too high,29,2.94,2026-02-19T16:28:00
384e2da7fd3f4cdea7781c55,3da97d0380da47548c88a47b,diesel,7.6,27.669626,85.261516,"Harisiddhi, Kathmandu Valley",office,163,1238.8,80,0,1318.8,delivered,normal,False,False,,21,0.58,2026-02-09T23:22:00
e614a337cd5e4703bd76febd,e0154aa88df34e91a44da777,diesel,5.1,27.67464,85.278128,"Kupondole, Kathmandu Valley",home,163,831.3,80,0,911.3,delivered,normal,False,False,,27,1.73,2026-05-25T07:46:00
9870b0add9db4989aeb39247,640ca8004475407383360e62,petrol,6.0,27.684127,85.287968,"Grande, Kathmandu Valley",office,178,1068.0,80,0,1148.0,delivered,normal,False,False,,30,2.89,2026-02-21T13:17:00
1adcf32043db4a349403dd29,c114b5377d544cab932e506a,diesel,8.5,27.675591,85.266975,"Lagankhel, Kathmandu Valley",other,163,1385.5,80,0,1465.5,cancelled,normal,False,False,Changed plans,20,0.64,2026-05-10T15:19:00
02ccb6492cf74e3a83f1361a,2da13115bdc04752856e2a3c,petrol,0.7,27.668359,85.252004,"Kageshwori, Kathmandu Valley",other,178,124.6,80,0,204.6,delivered,normal,False,False,,20,1.1,2026-02-19T15:06:00
6de61b388cd248ba918c040f,2d37461c4ade4acc9c500c4e,diesel,4.3,27.697389,85.254906,"Grande, Kathmandu Valley",home,163,700.9,80,0,780.9,delivered,normal,False,False,,17,2.57,2026-04-21T10:55:00
e72e82ec10f943d89bb3859f,cdf79afefad2437dbc34d3f0,petrol,4.3,27.606446,85.07767,"Telkot, Kathmandu Valley",home,178,765.4,390,0,1155.4,delivered,normal,False,True,,72,19.51,2026-05-17T12:09:00
f1d473ac43a04c4b8ca43d6e,64eb21b5c617424aa1e96f8f,diesel,4.2,27.641607,85.230976,"Thaiba, Kathmandu Valley",roadside,163,684.6,94,10,788.6,delivered,high,True,False,,25,4.69,2026-04-28T10:49:00
0c0d52d73ff748e0ab4ea3e7,be4272a0db0c4e52a8101b0a,diesel,6.1,27.657821,85.313318,"Balkot, Kathmandu Valley",other,163,994.3,110,0,1104.3,delivered,normal,False,False,,28,5.52,2026-06-09T14:39:00
ac9e065bc11a4eb6b01906f3,56199beefdbf43b691016975,petrol,5.3,27.673254,85.279168,"Kalanki, Kathmandu Valley",other,178,943.4,80,0,1023.4,delivered,normal,False,False,,28,1.84,2026-06-04T04:10:00
fd86b54f9210464ab4c76433,919401767ed746c588202abe,petrol,10.1,27.667757,85.290421,"Dudhpati, Kathmandu Valley",home,178,1797.8,80,0,1877.8,delivered,normal,False,False,,23,3.04,2026-04-26T17:18:00
fa5e98d0350f4d139219339d,57df5f0be9204444817df810,diesel,1.3,27.678787,85.241843,"Tahachal, Kathmandu Valley",roadside,163,211.9,80,10,301.9,delivered,high,True,False,,17,1.89,2026-01-25T17:42:00
886e8392067846269bdb9d4c,a0fd78e809414a2c917884ec,petrol,19.7,27.695638,85.245249,"Maharajgunj, Kathmandu Valley",home,178,3506.6,80,0,3586.6,cancelled,normal,False,False,Vehicle issue resolved,23,2.76,2026-05-19T20:04:00
2a30f87524664807aed6058a,c23d31a15e5a4881baadfef3,diesel,18.0,27.673239,85.255211,"Patan Durbar Square, Kathmandu Valley",home,163,2934.0,80,0,3014.0,delivered,normal,False,False,,12,0.55,2026-04-16T18:32:00
15b708411e084293aec812e1,079e4b13b1094ad5895ce189,diesel,12.7,27.644386,84.90849,"Lele, Kathmandu Valley",roadside,163,2070.1,695,10,2775.1,cancelled,high,True,True,Vehicle issue resolved,112,34.77,2026-04-21T23:01:00
57d97a3debab42738d01f97a,b1a11a81fdb34730a2adfc84,petrol,3.8,27.664065,85.254246,"Soltimode, Kathmandu Valley",other,178,676.4,80,0,756.4,delivered,normal,False,False,,19,1.34,2026-05-11T13:30:00
53d1b1de9c904ce4b126b6e4,b2b21601d5504462a4491c35,diesel,8.2,27.662665,85.245057,"Thimi, Kathmandu Valley",other,163,1336.6,80,0,1416.6,delivered,normal,False,False,,18,2.03,2026-02-19T15:05:00
d44fab4805f4436da85af5a3,d38a7df974454c8d9db4858b,diesel,9.6,27.660704,85.289521,"Samakhushi, Kathmandu Valley",home,163,1564.8,80,0,1644.8,delivered,normal,False,False,,16,3.25,2026-02-18T11:18:00
104a171fe9e14d3692801ed1,0d78a1ba83924af8a08c98f7,diesel,3.8,27.691794,85.272397,"Jagati, Kathmandu Valley",office,163,619.4,80,0,699.4,delivered,normal,False,False,,13,2.22,2026-04-21T18:20:00
352bf619667c4cc28d95da3f,53566a0494bf439390158f8f,diesel,8.1,27.657591,85.230921,"Thamel, Kathmandu Valley",office,163,1320.3,80,0,1400.3,delivered,normal,False,False,,25,3.48,2026-02-06T11:29:00
a9dc4717a4f24f869b3be2f5,a1a628e4e419431bbbf74963,petrol,3.8,27.671092,85.256347,"Tathali, Kathmandu Valley",home,178,676.4,80,0,756.4,delivered,normal,False,False,,21,0.58,2026-06-11T16:13:00
791f0bac555f429c97a9aa3b,5aadd78c4e2448c6980b7321,petrol,12.0,27.69835,85.285978,"Changu Narayan, Kathmandu Valley",other,178,2136.0,80,0,2216.0,cancelled,normal,False,False,Vehicle issue resolved,13,3.62,2026-04-24T10:45:00
229e035b5bfb4fbc84633245,02eb9dce0d1a4ef0922d5f15,diesel,10.1,27.557494,85.293252,"Jorpati, Kathmandu Valley",roadside,163,1646.3,268,10,1924.3,delivered,high,True,False,,57,13.41,2026-05-25T14:41:00
83ef1794a47b4eefbc0a8080,0634a93e92fb42ccad7aac55,diesel,7.1,27.617446,85.298546,"Balkumari (Kathmandu side), Kathmandu Valley",other,163,1157.3,148,0,1305.3,delivered,normal,False,False,,38,7.38,2026-02-21T15:30:00
22a3b574dd224f468b72744d,304d5e9552a242698debd9e0,petrol,4.5,27.673363,85.191983,"Gundu, Kathmandu Valley",home,178,801.0,135,0,936.0,cancelled,normal,False,False,Ordered by mistake,36,6.74,2026-05-21T13:55:00
d2f2d0578ea24d5a8bd30061,1d5f8bea04174ea99e052378,diesel,12.3,27.662264,85.328038,"Thamel, Kathmandu Valley",other,163,2004.9,136,0,2140.9,delivered,normal,False,False,,25,6.78,2026-04-09T14:53:00
f6b391736e1a40059b1f3f33,ef539a82d6244b05a93b8b8a,diesel,0.9,27.660633,85.283991,"Sipadol, Kathmandu Valley",office,163,146.7,80,0,226.7,delivered,normal,False,False,,25,2.79,2026-02-03T14:48:00
79e64716e16d499f9201e16d,ad5a083e2d3e4c9aaa7171ea,diesel,11.9,27.642995,85.243144,"Ramkot, Kathmandu Valley",other,163,1939.7,80,0,2019.7,delivered,normal,False,False,,19,3.92,2026-04-26T04:54:00
10f4330220c14c629b7bde89,755fbfc62eda477c84142f66,petrol,8.6,27.654044,85.28089,"Satdobato, Kathmandu Valley",home,178,1530.8,80,0,1610.8,delivered,normal,False,False,,25,3.05,2026-05-17T13:31:00
0efa4e1025ac47dd83a3c56d,3bdc8bed67bc46c38cf98f10,petrol,4.6,27.709319,85.221127,"Chabahil, Kathmandu Valley",home,178,818.8,109,0,927.8,delivered,normal,False,False,,31,5.45,2026-03-04T11:06:00
634d331a48824ef082506dd2,ada0e9b17b864f62851467b8,diesel,9.5,27.730115,85.292282,"Chakrapath, Kathmandu Valley",roadside,163,1548.5,138,10,1696.5,delivered,high,True,False,,34,6.89,2026-04-18T17:21:00
56c8664829b5496687cb2053,475f8660c5e24bfc99b57fe5,diesel,4.6,27.719002,85.245728,"Satdobato, Kathmandu Valley",office,163,749.8,102,0,851.8,delivered,normal,False,False,,34,5.12,2026-02-20T17:55:00
c4cb58de2a8240a682816195,f0a09be96cc64880a4028d0b,petrol,9.0,27.690091,85.26025,"Jawalakhel, Kathmandu Valley",home,178,1602.0,80,0,1682.0,delivered,normal,False,False,,11,1.7,2026-06-01T23:27:00
c3e4a4d9ce0e4dccbcc6e82e,6dea5b48dfab4c089232ef50,petrol,10.6,27.705261,85.270762,"Indrachowk, Kathmandu Valley",home,178,1886.8,80,0,1966.8,delivered,normal,False,False,,37,3.53,2026-06-10T15:18:00
8145177fb4224758bcc9f9a1,07ec48634ea94ec39b4e4905,diesel,7.2,27.719185,85.351719,"Tokha, Kathmandu Valley",roadside,163,1173.6,205,10,1388.6,delivered,high,True,False,,41,10.23,2026-06-04T19:39:00
2066623bf8de4d22a4ab8eae,6b981123c7974f25b29d7a88,petrol,21.9,27.628183,85.273634,"Swayambhu, Kathmandu Valley",home,178,3898.2,107,0,4005.2,cancelled,normal,False,False,Ordered by mistake,26,5.33,2026-04-20T22:29:00
2949fe2702d944b08dd40897,fb20a4ce77324991bf3e39da,diesel,7.0,27.692079,85.253529,"Duwakot, Kathmandu Valley",office,163,1141.0,80,0,1221.0,delivered,normal,False,False,,20,2.04,2026-01-25T21:19:00
